dataset	query_id	relevant_count	eos_any_miss_at_10	external_both_hit_at_10	external_both_hit_at_1	external_same_top1_doc	source_first_relevant_ranks	source_ndcg_at_10	source_recall_at_100	source_top1_doc_ids
fiqa	6683	2	True	True	False	False	"{""bm25"": 0, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 0, ""mxbai"": 3, ""qwen3"": 4}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.30657359638272924, ""qwen3"": 0.2640681225725909}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""352894"", ""eos_compact_q4_fp16_o200"": ""384536"", ""eos_dense"": ""384536"", ""hybrid_minmax_blend_a050"": ""384536"", ""mxbai"": ""193312"", ""qwen3"": ""72846""}"
fiqa	6713	2	False	True	True	True	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 6, ""eos_dense"": 6, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.6131471927654585, ""eos_compact_q4_fp16_o200"": 0.2184074368181642, ""eos_dense"": 0.2184074368181642, ""hybrid_minmax_blend_a050"": 0.6131471927654585, ""mxbai"": 0.6131471927654585, ""qwen3"": 0.6131471927654585}"	"{""bm25"": 0.5, ""eos_compact_q4_fp16_o200"": 0.5, ""eos_dense"": 0.5, ""hybrid_minmax_blend_a050"": 0.5, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""147853"", ""eos_compact_q4_fp16_o200"": ""106735"", ""eos_dense"": ""106735"", ""hybrid_minmax_blend_a050"": ""147853"", ""mxbai"": ""147853"", ""qwen3"": ""147853""}"
fiqa	6715	2	False	True	True	True	"{""bm25"": 5, ""eos_compact_q4_fp16_o200"": 1, ""eos_dense"": 1, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.44158011035778233, ""eos_compact_q4_fp16_o200"": 0.6131471927654585, ""eos_dense"": 0.6131471927654585, ""hybrid_minmax_blend_a050"": 0.8772153153380494, ""mxbai"": 0.9197207891481877, ""qwen3"": 0.6131471927654585}"	"{""bm25"": 1.0, ""eos_compact_q4_fp16_o200"": 1.0, ""eos_dense"": 1.0, ""hybrid_minmax_blend_a050"": 1.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""356129"", ""eos_compact_q4_fp16_o200"": ""13732"", ""eos_dense"": ""13732"", ""hybrid_minmax_blend_a050"": ""13732"", ""mxbai"": ""13732"", ""qwen3"": ""13732""}"
fiqa	6746	2	False	True	False	False	"{""bm25"": 0, ""eos_compact_q4_fp16_o200"": 5, ""eos_dense"": 5, ""hybrid_minmax_blend_a050"": 6, ""mxbai"": 3, ""qwen3"": 1}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.23719771276929624, ""eos_dense"": 0.23719771276929624, ""hybrid_minmax_blend_a050"": 0.2184074368181642, ""mxbai"": 0.30657359638272924, ""qwen3"": 0.6131471927654585}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.5, ""eos_dense"": 0.5, ""hybrid_minmax_blend_a050"": 0.5, ""mxbai"": 0.5, ""qwen3"": 0.5}"	"{""bm25"": ""279185"", ""eos_compact_q4_fp16_o200"": ""279185"", ""eos_dense"": ""279185"", ""hybrid_minmax_blend_a050"": ""279185"", ""mxbai"": ""279185"", ""qwen3"": ""333674""}"
fiqa	6787	1	True	False	False	False	"{""bm25"": 0, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 0, ""mxbai"": 0, ""qwen3"": 0}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 0.0}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 0.0}"	"{""bm25"": ""23217"", ""eos_compact_q4_fp16_o200"": ""311782"", ""eos_dense"": ""311782"", ""hybrid_minmax_blend_a050"": ""23217"", ""mxbai"": ""311782"", ""qwen3"": ""263751""}"
fiqa	6792	1	True	False	False	False	"{""bm25"": 0, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 0, ""mxbai"": 55, ""qwen3"": 56}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 0.0}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""546493"", ""eos_compact_q4_fp16_o200"": ""297536"", ""eos_dense"": ""297536"", ""hybrid_minmax_blend_a050"": ""546493"", ""mxbai"": ""251100"", ""qwen3"": ""501748""}"
fiqa	6800	1	True	True	True	True	"{""bm25"": 0, ""eos_compact_q4_fp16_o200"": 27, ""eos_dense"": 27, ""hybrid_minmax_blend_a050"": 41, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 1.0, ""eos_dense"": 1.0, ""hybrid_minmax_blend_a050"": 1.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""386278"", ""eos_compact_q4_fp16_o200"": ""99472"", ""eos_dense"": ""99472"", ""hybrid_minmax_blend_a050"": ""499154"", ""mxbai"": ""35191"", ""qwen3"": ""35191""}"
fiqa	6803	4	False	True	True	True	"{""bm25"": 5, ""eos_compact_q4_fp16_o200"": 2, ""eos_dense"": 2, ""hybrid_minmax_blend_a050"": 4, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.2900757977385809, ""eos_compact_q4_fp16_o200"": 0.38535856825150566, ""eos_dense"": 0.38535856825150566, ""hybrid_minmax_blend_a050"": 0.4319922958478581, ""mxbai"": 0.541399668219907, ""qwen3"": 0.541399668219907}"	"{""bm25"": 0.75, ""eos_compact_q4_fp16_o200"": 0.75, ""eos_dense"": 0.75, ""hybrid_minmax_blend_a050"": 0.75, ""mxbai"": 0.5, ""qwen3"": 1.0}"	"{""bm25"": ""35006"", ""eos_compact_q4_fp16_o200"": ""35006"", ""eos_dense"": ""35006"", ""hybrid_minmax_blend_a050"": ""35006"", ""mxbai"": ""544053"", ""qwen3"": ""544053""}"
fiqa	6807	1	False	True	True	True	"{""bm25"": 2, ""eos_compact_q4_fp16_o200"": 1, ""eos_dense"": 1, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.6309297535714574, ""eos_compact_q4_fp16_o200"": 1.0, ""eos_dense"": 1.0, ""hybrid_minmax_blend_a050"": 1.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": 1.0, ""eos_compact_q4_fp16_o200"": 1.0, ""eos_dense"": 1.0, ""hybrid_minmax_blend_a050"": 1.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""194363"", ""eos_compact_q4_fp16_o200"": ""332567"", ""eos_dense"": ""332567"", ""hybrid_minmax_blend_a050"": ""332567"", ""mxbai"": ""332567"", ""qwen3"": ""332567""}"
fiqa	6814	2	True	False	False	False	"{""bm25"": 0, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 0, ""mxbai"": 0, ""qwen3"": 0}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 0.0}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 0.0}"	"{""bm25"": ""66834"", ""eos_compact_q4_fp16_o200"": ""548278"", ""eos_dense"": ""548278"", ""hybrid_minmax_blend_a050"": ""336018"", ""mxbai"": ""513734"", ""qwen3"": ""394454""}"
fiqa	6832	2	False	False	False	False	"{""bm25"": 14, ""eos_compact_q4_fp16_o200"": 1, ""eos_dense"": 1, ""hybrid_minmax_blend_a050"": 2, ""mxbai"": 19, ""qwen3"": 3}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.6131471927654585, ""eos_dense"": 0.6131471927654585, ""hybrid_minmax_blend_a050"": 0.38685280723454163, ""mxbai"": 0.0, ""qwen3"": 0.5437713091520254}"	"{""bm25"": 1.0, ""eos_compact_q4_fp16_o200"": 0.5, ""eos_dense"": 0.5, ""hybrid_minmax_blend_a050"": 1.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""420587"", ""eos_compact_q4_fp16_o200"": ""573874"", ""eos_dense"": ""573874"", ""hybrid_minmax_blend_a050"": ""420587"", ""mxbai"": ""518079"", ""qwen3"": ""219935""}"
fiqa	6835	2	True	True	True	True	"{""bm25"": 18, ""eos_compact_q4_fp16_o200"": 21, ""eos_dense"": 21, ""hybrid_minmax_blend_a050"": 9, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.1845756967795682, ""mxbai"": 0.6131471927654585, ""qwen3"": 0.6131471927654585}"	"{""bm25"": 0.5, ""eos_compact_q4_fp16_o200"": 0.5, ""eos_dense"": 0.5, ""hybrid_minmax_blend_a050"": 0.5, ""mxbai"": 0.5, ""qwen3"": 0.5}"	"{""bm25"": ""314342"", ""eos_compact_q4_fp16_o200"": ""42521"", ""eos_dense"": ""42521"", ""hybrid_minmax_blend_a050"": ""42521"", ""mxbai"": ""149305"", ""qwen3"": ""149305""}"
fiqa	6849	1	True	True	False	False	"{""bm25"": 5, ""eos_compact_q4_fp16_o200"": 37, ""eos_dense"": 37, ""hybrid_minmax_blend_a050"": 6, ""mxbai"": 5, ""qwen3"": 7}"	"{""bm25"": 0.38685280723454163, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.3562071871080222, ""mxbai"": 0.38685280723454163, ""qwen3"": 0.3333333333333333}"	"{""bm25"": 1.0, ""eos_compact_q4_fp16_o200"": 1.0, ""eos_dense"": 1.0, ""hybrid_minmax_blend_a050"": 1.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""144005"", ""eos_compact_q4_fp16_o200"": ""578462"", ""eos_dense"": ""578462"", ""hybrid_minmax_blend_a050"": ""25817"", ""mxbai"": ""89192"", ""qwen3"": ""49983""}"
fiqa	6862	1	False	True	True	True	"{""bm25"": 2, ""eos_compact_q4_fp16_o200"": 2, ""eos_dense"": 2, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.6309297535714574, ""eos_compact_q4_fp16_o200"": 0.6309297535714574, ""eos_dense"": 0.6309297535714574, ""hybrid_minmax_blend_a050"": 1.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": 1.0, ""eos_compact_q4_fp16_o200"": 1.0, ""eos_dense"": 1.0, ""hybrid_minmax_blend_a050"": 1.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""326991"", ""eos_compact_q4_fp16_o200"": ""279775"", ""eos_dense"": ""279775"", ""hybrid_minmax_blend_a050"": ""386796"", ""mxbai"": ""386796"", ""qwen3"": ""386796""}"
fiqa	6867	7	True	True	False	False	"{""bm25"": 0, ""eos_compact_q4_fp16_o200"": 25, ""eos_dense"": 25, ""hybrid_minmax_blend_a050"": 31, ""mxbai"": 3, ""qwen3"": 3}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.13743816645714543, ""qwen3"": 0.22906361076190906}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.14285714285714285, ""eos_dense"": 0.14285714285714285, ""hybrid_minmax_blend_a050"": 0.14285714285714285, ""mxbai"": 0.42857142857142855, ""qwen3"": 0.5714285714285714}"	"{""bm25"": ""573077"", ""eos_compact_q4_fp16_o200"": ""103130"", ""eos_dense"": ""103130"", ""hybrid_minmax_blend_a050"": ""404529"", ""mxbai"": ""301985"", ""qwen3"": ""482739""}"
fiqa	6875	1	True	False	False	False	"{""bm25"": 4, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 12, ""mxbai"": 0, ""qwen3"": 0}"	"{""bm25"": 0.43067655807339306, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 0.0}"	"{""bm25"": 1.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 1.0, ""mxbai"": 0.0, ""qwen3"": 0.0}"	"{""bm25"": ""110733"", ""eos_compact_q4_fp16_o200"": ""364672"", ""eos_dense"": ""364672"", ""hybrid_minmax_blend_a050"": ""364672"", ""mxbai"": ""52940"", ""qwen3"": ""472062""}"
fiqa	6890	2	True	True	False	False	"{""bm25"": 0, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 0, ""mxbai"": 2, ""qwen3"": 1}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.6934264036172708, ""qwen3"": 0.9197207891481877}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""352894"", ""eos_compact_q4_fp16_o200"": ""109246"", ""eos_dense"": ""109246"", ""hybrid_minmax_blend_a050"": ""109246"", ""mxbai"": ""154976"", ""qwen3"": ""558703""}"
fiqa	6891	3	True	True	True	True	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 44, ""eos_dense"": 44, ""hybrid_minmax_blend_a050"": 2, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.46927872602275655, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.2960819109658653, ""mxbai"": 0.7039180890341348, ""qwen3"": 0.46927872602275655}"	"{""bm25"": 0.6666666666666666, ""eos_compact_q4_fp16_o200"": 0.3333333333333333, ""eos_dense"": 0.3333333333333333, ""hybrid_minmax_blend_a050"": 0.6666666666666666, ""mxbai"": 0.6666666666666666, ""qwen3"": 1.0}"	"{""bm25"": ""474351"", ""eos_compact_q4_fp16_o200"": ""296567"", ""eos_dense"": ""296567"", ""hybrid_minmax_blend_a050"": ""296567"", ""mxbai"": ""474351"", ""qwen3"": ""474351""}"
fiqa	6896	1	True	False	False	False	"{""bm25"": 0, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 0, ""mxbai"": 0, ""qwen3"": 51}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 0.0}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 1.0}"	"{""bm25"": ""169240"", ""eos_compact_q4_fp16_o200"": ""366560"", ""eos_dense"": ""366560"", ""hybrid_minmax_blend_a050"": ""169240"", ""mxbai"": ""221715"", ""qwen3"": ""448659""}"
fiqa	6901	2	True	True	False	False	"{""bm25"": 3, ""eos_compact_q4_fp16_o200"": 60, ""eos_dense"": 60, ""hybrid_minmax_blend_a050"": 7, ""mxbai"": 1, ""qwen3"": 5}"	"{""bm25"": 0.30657359638272924, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.20438239758848614, ""mxbai"": 0.8772153153380494, ""qwen3"": 0.23719771276929624}"	"{""bm25"": 0.5, ""eos_compact_q4_fp16_o200"": 1.0, ""eos_dense"": 1.0, ""hybrid_minmax_blend_a050"": 0.5, ""mxbai"": 1.0, ""qwen3"": 0.5}"	"{""bm25"": ""344065"", ""eos_compact_q4_fp16_o200"": ""561884"", ""eos_dense"": ""561884"", ""hybrid_minmax_blend_a050"": ""30557"", ""mxbai"": ""254474"", ""qwen3"": ""226546""}"
fiqa	6907	1	True	False	False	False	"{""bm25"": 51, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 0, ""mxbai"": 1, ""qwen3"": 16}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 1.0, ""qwen3"": 0.0}"	"{""bm25"": 1.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""400738"", ""eos_compact_q4_fp16_o200"": ""371579"", ""eos_dense"": ""371579"", ""hybrid_minmax_blend_a050"": ""371579"", ""mxbai"": ""251604"", ""qwen3"": ""532171""}"
fiqa	6909	1	True	False	False	False	"{""bm25"": 0, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 0, ""mxbai"": 96, ""qwen3"": 21}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 0.0}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""310837"", ""eos_compact_q4_fp16_o200"": ""109561"", ""eos_dense"": ""109561"", ""hybrid_minmax_blend_a050"": ""112946"", ""mxbai"": ""33357"", ""qwen3"": ""47217""}"
fiqa	6959	2	True	True	False	False	"{""bm25"": 0, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 0, ""mxbai"": 2, ""qwen3"": 3}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.38685280723454163, ""qwen3"": 0.483812883166777}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.5, ""qwen3"": 1.0}"	"{""bm25"": ""538750"", ""eos_compact_q4_fp16_o200"": ""317365"", ""eos_dense"": ""317365"", ""hybrid_minmax_blend_a050"": ""229573"", ""mxbai"": ""468025"", ""qwen3"": ""36038""}"
fiqa	6985	1	True	True	True	True	"{""bm25"": 2, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 3, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.6309297535714574, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.5, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": 1.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 1.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""548705"", ""eos_compact_q4_fp16_o200"": ""333508"", ""eos_dense"": ""333508"", ""hybrid_minmax_blend_a050"": ""548705"", ""mxbai"": ""456436"", ""qwen3"": ""456436""}"
fiqa	7017	1	True	False	False	True	"{""bm25"": 0, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 0, ""mxbai"": 0, ""qwen3"": 17}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 0.0}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 1.0}"	"{""bm25"": ""36723"", ""eos_compact_q4_fp16_o200"": ""590879"", ""eos_dense"": ""590879"", ""hybrid_minmax_blend_a050"": ""544578"", ""mxbai"": ""446629"", ""qwen3"": ""446629""}"
fiqa	7068	2	False	False	False	False	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 1, ""eos_dense"": 1, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 12, ""qwen3"": 1}"	"{""bm25"": 0.7977228895450267, ""eos_compact_q4_fp16_o200"": 0.6131471927654585, ""eos_dense"": 0.6131471927654585, ""hybrid_minmax_blend_a050"": 0.8772153153380494, ""mxbai"": 0.0, ""qwen3"": 0.8503449055347547}"	"{""bm25"": 1.0, ""eos_compact_q4_fp16_o200"": 1.0, ""eos_dense"": 1.0, ""hybrid_minmax_blend_a050"": 1.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""61864"", ""eos_compact_q4_fp16_o200"": ""10797"", ""eos_dense"": ""10797"", ""hybrid_minmax_blend_a050"": ""10797"", ""mxbai"": ""144886"", ""qwen3"": ""10797""}"
fiqa	7071	2	True	False	False	False	"{""bm25"": 31, ""eos_compact_q4_fp16_o200"": 77, ""eos_dense"": 77, ""hybrid_minmax_blend_a050"": 57, ""mxbai"": 27, ""qwen3"": 29}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 0.0}"	"{""bm25"": 0.5, ""eos_compact_q4_fp16_o200"": 0.5, ""eos_dense"": 0.5, ""hybrid_minmax_blend_a050"": 0.5, ""mxbai"": 0.5, ""qwen3"": 0.5}"	"{""bm25"": ""127702"", ""eos_compact_q4_fp16_o200"": ""294573"", ""eos_dense"": ""294573"", ""hybrid_minmax_blend_a050"": ""127702"", ""mxbai"": ""133644"", ""qwen3"": ""434812""}"
fiqa	7080	2	True	True	True	True	"{""bm25"": 11, ""eos_compact_q4_fp16_o200"": 15, ""eos_dense"": 15, ""hybrid_minmax_blend_a050"": 12, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.8503449055347547, ""qwen3"": 1.0}"	"{""bm25"": 1.0, ""eos_compact_q4_fp16_o200"": 1.0, ""eos_dense"": 1.0, ""hybrid_minmax_blend_a050"": 1.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""132111"", ""eos_compact_q4_fp16_o200"": ""177798"", ""eos_dense"": ""177798"", ""hybrid_minmax_blend_a050"": ""132111"", ""mxbai"": ""596518"", ""qwen3"": ""596518""}"
fiqa	7096	1	True	True	False	False	"{""bm25"": 55, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 0, ""mxbai"": 9, ""qwen3"": 2}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.3010299956639812, ""qwen3"": 0.6309297535714574}"	"{""bm25"": 1.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""157504"", ""eos_compact_q4_fp16_o200"": ""202432"", ""eos_dense"": ""202432"", ""hybrid_minmax_blend_a050"": ""202432"", ""mxbai"": ""168006"", ""qwen3"": ""187401""}"
fiqa	7098	2	False	True	True	True	"{""bm25"": 44, ""eos_compact_q4_fp16_o200"": 7, ""eos_dense"": 7, ""hybrid_minmax_blend_a050"": 23, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.20438239758848614, ""eos_dense"": 0.20438239758848614, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.9197207891481877, ""qwen3"": 0.8175295903539446}"	"{""bm25"": 0.5, ""eos_compact_q4_fp16_o200"": 1.0, ""eos_dense"": 1.0, ""hybrid_minmax_blend_a050"": 1.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""405342"", ""eos_compact_q4_fp16_o200"": ""169240"", ""eos_dense"": ""169240"", ""hybrid_minmax_blend_a050"": ""195767"", ""mxbai"": ""34139"", ""qwen3"": ""34139""}"
fiqa	7105	1	True	True	False	False	"{""bm25"": 9, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 28, ""mxbai"": 2, ""qwen3"": 3}"	"{""bm25"": 0.3010299956639812, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.6309297535714574, ""qwen3"": 0.5}"	"{""bm25"": 1.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 1.0, ""mxbai"": 1.0, ""qwen3"": 1.0}"	"{""bm25"": ""394702"", ""eos_compact_q4_fp16_o200"": ""106864"", ""eos_dense"": ""106864"", ""hybrid_minmax_blend_a050"": ""106864"", ""mxbai"": ""394702"", ""qwen3"": ""496096""}"
fiqa	7109	3	True	True	False	True	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 63, ""eos_dense"": 63, ""hybrid_minmax_blend_a050"": 2, ""mxbai"": 5, ""qwen3"": 8}"	"{""bm25"": 0.6105456988825856, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.2960819109658653, ""mxbai"": 0.1815417925373527, ""qwen3"": 0.2836929289153804}"	"{""bm25"": 0.6666666666666666, ""eos_compact_q4_fp16_o200"": 0.3333333333333333, ""eos_dense"": 0.3333333333333333, ""hybrid_minmax_blend_a050"": 0.6666666666666666, ""mxbai"": 0.6666666666666666, ""qwen3"": 0.6666666666666666}"	"{""bm25"": ""565501"", ""eos_compact_q4_fp16_o200"": ""42620"", ""eos_dense"": ""42620"", ""hybrid_minmax_blend_a050"": ""42620"", ""mxbai"": ""489933"", ""qwen3"": ""489933""}"
